结算时间(AEST),州/区域代码,电价(AUD$/MWh)
2024/12/01 22:10:00,NSW1,211.19
2024/12/01 22:15:00,NSW1,219.53
2024/12/01 22:20:00,NSW1,234.18
2024/12/01 22:25:00,NSW1,288.76
2024/12/01 22:30:00,NSW1,259.49
2024/12/01 22:35:00,NSW1,214.05
2024/12/01 22:40:00,NSW1,204.87
2024/12/01 22:45:00,NSW1,173.82
2024/12/01 22:50:00,NSW1,175.75
2024/12/01 22:55:00,NSW1,159.58
2024/12/01 23:00:00,NSW1,157.01
2024/12/01 23:05:00,NSW1,157.81
2024/12/01 23:10:00,NSW1,196.65
2024/12/01 23:15:00,NSW1,194.17
2024/12/01 23:20:00,NSW1,164.17
2024/12/01 23:25:00,NSW1,165.41
2024/12/01 23:30:00,NSW1,193.19
2024/12/01 23:35:00,NSW1,150.01
2024/12/01 23:40:00,NSW1,228.02
2024/12/01 23:45:00,NSW1,150.01
2024/12/01 23:50:00,NSW1,150.01
2024/12/01 23:55:00,NSW1,150.01
2024/12/02 00:00:00,NSW1,150.01
2024/12/02 00:05:00,NSW1,154.34
2024/12/02 00:10:00,NSW1,160.78
2024/12/02 00:15:00,NSW1,144.89
2024/12/02 00:20:00,NSW1,144.39
2024/12/02 00:25:00,NSW1,150.01
2024/12/02 00:30:00,NSW1,143.22
2024/12/02 00:35:00,NSW1,141.04
2024/12/02 00:40:00,NSW1,137.08
2024/12/02 00:45:00,NSW1,136.56
2024/12/02 00:50:00,NSW1,150.01
2024/12/02 00:55:00,NSW1,132.24
2024/12/02 01:00:00,NSW1,113.11
2024/12/02 01:05:00,NSW1,138.45
2024/12/02 01:10:00,NSW1,133.6
2024/12/02 01:15:00,NSW1,113.83
2024/12/02 01:20:00,NSW1,135.99
2024/12/02 01:25:00,NSW1,110.02
2024/12/02 01:30:00,NSW1,111.05
2024/12/02 01:35:00,NSW1,130.37
2024/12/02 01:40:00,NSW1,121.13
2024/12/02 01:45:00,NSW1,110.24
2024/12/02 01:50:00,NSW1,134.55
2024/12/02 01:55:00,NSW1,110.38
2024/12/02 02:00:00,NSW1,110.02
2024/12/02 02:05:00,NSW1,110.75
2024/12/02 02:10:00,NSW1,110.02
2024/12/02 02:15:00,NSW1,110.02
2024/12/02 02:20:00,NSW1,110.34
2024/12/02 02:25:00,NSW1,110.77
2024/12/02 02:30:00,NSW1,110.02
2024/12/02 02:35:00,NSW1,110.02
2024/12/02 02:40:00,NSW1,111.46
2024/12/02 02:45:00,NSW1,110.02
2024/12/02 02:50:00,NSW1,110.42
2024/12/02 02:55:00,NSW1,110.18
2024/12/02 03:00:00,NSW1,108.11
2024/12/02 03:05:00,NSW1,110.02
2024/12/02 03:10:00,NSW1,110.02
2024/12/02 03:15:00,NSW1,110.02
2024/12/02 03:20:00,NSW1,110.02
2024/12/02 03:25:00,NSW1,110.02
2024/12/02 03:30:00,NSW1,110.02
2024/12/02 03:35:00,NSW1,110.02
2024/12/02 03:40:00,NSW1,110.02
2024/12/02 03:45:00,NSW1,109.67
2024/12/02 03:50:00,NSW1,110.02
2024/12/02 03:55:00,NSW1,110.02
2024/12/02 04:00:00,NSW1,109.06
2024/12/02 04:05:00,NSW1,111.45
2024/12/02 04:10:00,NSW1,114.22
2024/12/02 04:15:00,NSW1,114.82
2024/12/02 04:20:00,NSW1,120.15
2024/12/02 04:25:00,NSW1,121.11
2024/12/02 04:30:00,NSW1,121.04
2024/12/02 04:35:00,NSW1,120.05
2024/12/02 04:40:00,NSW1,123.48
2024/12/02 04:45:00,NSW1,119.98
2024/12/02 04:50:00,NSW1,118.9
2024/12/02 04:55:00,NSW1,119.9
2024/12/02 05:00:00,NSW1,121.68
2024/12/02 05:05:00,NSW1,116.09
2024/12/02 05:10:00,NSW1,119.81
2024/12/02 05:15:00,NSW1,128.19
2024/12/02 05:20:00,NSW1,120.77
2024/12/02 05:25:00,NSW1,117.85
2024/12/02 05:30:00,NSW1,107.59
2024/12/02 05:35:00,NSW1,104.5
2024/12/02 05:40:00,NSW1,83.25
2024/12/02 05:45:00,NSW1,82.57
2024/12/02 05:50:00,NSW1,63.32
2024/12/02 05:55:00,NSW1,56.03
2024/12/02 06:00:00,NSW1,56.23
2024/12/02 06:05:00,NSW1,56.98
2024/12/02 06:10:00,NSW1,56.98
2024/12/02 06:15:00,NSW1,57.01
2024/12/02 06:20:00,NSW1,56.64
2024/12/02 06:25:00,NSW1,56.17
2024/12/02 06:30:00,NSW1,34.24
2024/12/02 06:35:00,NSW1,55.92
2024/12/02 06:40:00,NSW1,55.65
2024/12/02 06:45:00,NSW1,17.01
2024/12/02 06:50:00,NSW1,20.0
2024/12/02 06:55:00,NSW1,35.88
2024/12/02 07:00:00,NSW1,12.24
2024/12/02 07:05:00,NSW1,56.98
2024/12/02 07:10:00,NSW1,20.0
2024/12/02 07:15:00,NSW1,35.88
2024/12/02 07:20:00,NSW1,35.88
2024/12/02 07:25:00,NSW1,35.88
2024/12/02 07:30:00,NSW1,35.88
2024/12/02 07:35:00,NSW1,44.14
2024/12/02 07:40:00,NSW1,0.22
2024/12/02 07:45:00,NSW1,20.0
2024/12/02 07:50:00,NSW1,12.22
2024/12/02 07:55:00,NSW1,12.58
2024/12/02 08:00:00,NSW1,1.0
2024/12/02 08:05:00,NSW1,20.0
2024/12/02 08:10:00,NSW1,35.88
2024/12/02 08:15:00,NSW1,38.37
2024/12/02 08:20:00,NSW1,44.44
2024/12/02 08:25:00,NSW1,34.99
2024/12/02 08:30:00,NSW1,34.78
2024/12/02 08:35:00,NSW1,56.68
2024/12/02 08:40:00,NSW1,56.98
2024/12/02 08:45:00,NSW1,64.72
2024/12/02 08:50:00,NSW1,56.98
2024/12/02 08:55:00,NSW1,55.46
2024/12/02 09:00:00,NSW1,55.83
2024/12/02 09:05:00,NSW1,56.98
2024/12/02 09:10:00,NSW1,79.74
2024/12/02 09:15:00,NSW1,57.01
2024/12/02 09:20:00,NSW1,45.97
2024/12/02 09:25:00,NSW1,45.55
2024/12/02 09:30:00,NSW1,45.56
2024/12/02 09:35:00,NSW1,56.98
2024/12/02 09:40:00,NSW1,45.48
2024/12/02 09:45:00,NSW1,48.67
2024/12/02 09:50:00,NSW1,69.88
2024/12/02 09:55:00,NSW1,80.27
2024/12/02 10:00:00,NSW1,62.27
2024/12/02 10:05:00,NSW1,70.43
2024/12/02 10:10:00,NSW1,57.18
2024/12/02 10:15:00,NSW1,56.98
2024/12/02 10:20:00,NSW1,57.01
2024/12/02 10:25:00,NSW1,56.98
2024/12/02 10:30:00,NSW1,62.22
2024/12/02 10:35:00,NSW1,56.98
2024/12/02 10:40:00,NSW1,56.98
2024/12/02 10:45:00,NSW1,68.82
2024/12/02 10:50:00,NSW1,56.98
2024/12/02 10:55:00,NSW1,67.12
2024/12/02 11:00:00,NSW1,95.2
2024/12/02 11:05:00,NSW1,94.24
2024/12/02 11:10:00,NSW1,186.42
2024/12/02 11:15:00,NSW1,435.73
2024/12/02 11:20:00,NSW1,486.46
2024/12/02 11:25:00,NSW1,487.73
2024/12/02 11:30:00,NSW1,1062.2
2024/12/02 11:35:00,NSW1,467.76
2024/12/02 11:40:00,NSW1,773.8
2024/12/02 11:45:00,NSW1,571.32
2024/12/02 11:50:00,NSW1,477.44
2024/12/02 11:55:00,NSW1,1120.5
2024/12/02 12:00:00,NSW1,390.48
2024/12/02 12:05:00,NSW1,1120.5
2024/12/02 12:10:00,NSW1,358.53
2024/12/02 12:15:00,NSW1,1072.66
2024/12/02 12:20:00,NSW1,422.97
2024/12/02 12:25:00,NSW1,299.62
2024/12/02 12:30:00,NSW1,185.45
2024/12/02 12:35:00,NSW1,183.61
2024/12/02 12:40:00,NSW1,-1000.0
2024/12/02 12:45:00,NSW1,-538.45
2024/12/02 12:50:00,NSW1,-37.11
2024/12/02 12:55:00,NSW1,-19.92
2024/12/02 13:00:00,NSW1,43.72
2024/12/02 13:05:00,NSW1,22.99
2024/12/02 13:10:00,NSW1,3.84
2024/12/02 13:15:00,NSW1,48.81
2024/12/02 13:20:00,NSW1,144.74
2024/12/02 13:25:00,NSW1,78.94
2024/12/02 13:30:00,NSW1,147.48
2024/12/02 13:35:00,NSW1,153.58
2024/12/02 13:40:00,NSW1,142.77
2024/12/02 13:45:00,NSW1,131.38
2024/12/02 13:50:00,NSW1,139.62
2024/12/02 13:55:00,NSW1,104.21
2024/12/02 14:00:00,NSW1,110.02
2024/12/02 14:05:00,NSW1,106.75
2024/12/02 14:10:00,NSW1,76.0
2024/12/02 14:15:00,NSW1,87.5
2024/12/02 14:20:00,NSW1,105.65
2024/12/02 14:25:00,NSW1,93.05
2024/12/02 14:30:00,NSW1,77.26
2024/12/02 14:35:00,NSW1,99.48
2024/12/02 14:40:00,NSW1,102.25
2024/12/02 14:45:00,NSW1,110.02
2024/12/02 14:50:00,NSW1,150.01
2024/12/02 14:55:00,NSW1,150.01
2024/12/02 15:00:00,NSW1,168.77
2024/12/02 15:05:00,NSW1,127.29
2024/12/02 15:10:00,NSW1,110.02
2024/12/02 15:15:00,NSW1,117.95
2024/12/02 15:20:00,NSW1,137.62
2024/12/02 15:25:00,NSW1,129.76
2024/12/02 15:30:00,NSW1,103.21
2024/12/02 15:35:00,NSW1,45.0
2024/12/02 15:40:00,NSW1,115.48
2024/12/02 15:45:00,NSW1,129.77
2024/12/02 15:50:00,NSW1,121.02
2024/12/02 15:55:00,NSW1,120.01
2024/12/02 16:00:00,NSW1,144.11
2024/12/02 16:05:00,NSW1,118.37
2024/12/02 16:10:00,NSW1,110.78
2024/12/02 16:15:00,NSW1,118.45
2024/12/02 16:20:00,NSW1,148.48
2024/12/02 16:25:00,NSW1,129.73
2024/12/02 16:30:00,NSW1,199.48
2024/12/02 16:35:00,NSW1,150.26
2024/12/02 16:40:00,NSW1,196.2
2024/12/02 16:45:00,NSW1,250.61
2024/12/02 16:50:00,NSW1,246.53
2024/12/02 16:55:00,NSW1,310.45
2024/12/02 17:00:00,NSW1,277.92
2024/12/02 17:05:00,NSW1,476.34
2024/12/02 17:10:00,NSW1,231.49
2024/12/02 17:15:00,NSW1,298.52
2024/12/02 17:20:00,NSW1,317.74
2024/12/02 17:25:00,NSW1,319.7
2024/12/02 17:30:00,NSW1,375.59
2024/12/02 17:35:00,NSW1,4438.07
2024/12/02 17:40:00,NSW1,1265.73
2024/12/02 17:45:00,NSW1,1060.61
2024/12/02 17:50:00,NSW1,15619.87
2024/12/02 17:55:00,NSW1,15502.98
2024/12/02 18:00:00,NSW1,15529.65
2024/12/02 18:05:00,NSW1,15576.4
2024/12/02 18:10:00,NSW1,10854.53
2024/12/02 18:15:00,NSW1,14028.89
2024/12/02 18:20:00,NSW1,15799.26
2024/12/02 18:25:00,NSW1,14028.89
2024/12/02 18:30:00,NSW1,10722.84
2024/12/02 18:35:00,NSW1,4308.54
2024/12/02 18:40:00,NSW1,4231.24
2024/12/02 18:45:00,NSW1,440.52
2024/12/02 18:50:00,NSW1,345.75
2024/12/02 18:55:00,NSW1,336.55
2024/12/02 19:00:00,NSW1,323.11
2024/12/02 19:05:00,NSW1,323.0
2024/12/02 19:10:00,NSW1,336.69
2024/12/02 19:15:00,NSW1,310.33
2024/12/02 19:20:00,NSW1,299.99
2024/12/02 19:25:00,NSW1,299.99
2024/12/02 19:30:00,NSW1,299.99
2024/12/02 19:35:00,NSW1,299.99
2024/12/02 19:40:00,NSW1,299.99
2024/12/02 19:45:00,NSW1,299.99
2024/12/02 19:50:00,NSW1,282.07
2024/12/02 19:55:00,NSW1,249.67
2024/12/02 20:00:00,NSW1,249.77
2024/12/02 20:05:00,NSW1,299.99
2024/12/02 20:10:00,NSW1,232.77
2024/12/02 20:15:00,NSW1,230.1
2024/12/02 20:20:00,NSW1,188.2
2024/12/02 20:25:00,NSW1,211.48
2024/12/02 20:30:00,NSW1,212.66
2024/12/02 20:35:00,NSW1,230.97
2024/12/02 20:40:00,NSW1,184.69
2024/12/02 20:45:00,NSW1,185.04
2024/12/02 20:50:00,NSW1,207.34
2024/12/02 20:55:00,NSW1,160.69
2024/12/02 21:00:00,NSW1,133.53
2024/12/02 21:05:00,NSW1,139.9
2024/12/02 21:10:00,NSW1,159.89
2024/12/02 21:15:00,NSW1,192.46
2024/12/02 21:20:00,NSW1,134.67
2024/12/02 21:25:00,NSW1,130.67
2024/12/02 21:30:00,NSW1,125.65
2024/12/02 21:35:00,NSW1,139.42
2024/12/02 21:40:00,NSW1,139.43
2024/12/02 21:45:00,NSW1,133.81
2024/12/02 21:50:00,NSW1,129.54
2024/12/02 21:55:00,NSW1,130.46
2024/12/02 22:00:00,NSW1,121.98
2024/12/02 22:05:00,NSW1,156.05
2024/12/02 22:10:00,NSW1,163.42
2024/12/02 22:15:00,NSW1,184.19
2024/12/02 22:20:00,NSW1,181.8
2024/12/02 22:25:00,NSW1,197.54
2024/12/02 22:30:00,NSW1,181.75
2024/12/02 22:35:00,NSW1,162.95
2024/12/02 22:40:00,NSW1,198.74
2024/12/02 22:45:00,NSW1,168.16
2024/12/02 22:50:00,NSW1,163.0
2024/12/02 22:55:00,NSW1,173.07
2024/12/02 23:00:00,NSW1,150.07
2024/12/02 23:05:00,NSW1,153.03
2024/12/02 23:10:00,NSW1,159.32
2024/12/02 23:15:00,NSW1,156.45
2024/12/02 23:20:00,NSW1,187.75
2024/12/02 23:25:00,NSW1,179.93
2024/12/02 23:30:00,NSW1,151.17
2024/12/02 23:35:00,NSW1,164.15
2024/12/02 23:40:00,NSW1,174.64
2024/12/02 23:45:00,NSW1,150.61
2024/12/02 23:50:00,NSW1,147.21
2024/12/02 23:55:00,NSW1,147.88
2024/12/03 00:00:00,NSW1,141.2
2024/12/03 00:05:00,NSW1,154.32
2024/12/03 00:10:00,NSW1,153.49
2024/12/03 00:15:00,NSW1,151.92
2024/12/03 00:20:00,NSW1,150.66
2024/12/03 00:25:00,NSW1,135.82
2024/12/03 00:30:00,NSW1,144.87
2024/12/03 00:35:00,NSW1,147.09
2024/12/03 00:40:00,NSW1,131.3
2024/12/03 00:45:00,NSW1,146.02
2024/12/03 00:50:00,NSW1,147.15
2024/12/03 00:55:00,NSW1,128.45
2024/12/03 01:00:00,NSW1,126.77
2024/12/03 01:05:00,NSW1,126.77
2024/12/03 01:10:00,NSW1,104.89
2024/12/03 01:15:00,NSW1,104.89
2024/12/03 01:20:00,NSW1,112.38
2024/12/03 01:25:00,NSW1,95.91
2024/12/03 01:30:00,NSW1,96.18
2024/12/03 01:35:00,NSW1,104.89
2024/12/03 01:40:00,NSW1,127.72
2024/12/03 01:45:00,NSW1,115.89
2024/12/03 01:50:00,NSW1,124.37
2024/12/03 01:55:00,NSW1,115.89
2024/12/03 02:00:00,NSW1,123.82
2024/12/03 02:05:00,NSW1,120.98
2024/12/03 02:10:00,NSW1,130.18
2024/12/03 02:15:00,NSW1,115.06
2024/12/03 02:20:00,NSW1,110.02
2024/12/03 02:25:00,NSW1,110.02
2024/12/03 02:30:00,NSW1,107.17
2024/12/03 02:35:00,NSW1,111.44
2024/12/03 02:40:00,NSW1,107.54
2024/12/03 02:45:00,NSW1,104.12
2024/12/03 02:50:00,NSW1,104.12
2024/12/03 02:55:00,NSW1,110.02
2024/12/03 03:00:00,NSW1,129.66
2024/12/03 03:05:00,NSW1,95.58
2024/12/03 03:10:00,NSW1,135.8
2024/12/03 03:15:00,NSW1,96.04
2024/12/03 03:20:00,NSW1,133.41
2024/12/03 03:25:00,NSW1,117.31
2024/12/03 03:30:00,NSW1,104.79
2024/12/03 03:35:00,NSW1,110.02
2024/12/03 03:40:00,NSW1,109.59
2024/12/03 03:45:00,NSW1,108.71
2024/12/03 03:50:00,NSW1,110.02
2024/12/03 03:55:00,NSW1,111.41
2024/12/03 04:00:00,NSW1,111.12
2024/12/03 04:05:00,NSW1,132.86
2024/12/03 04:10:00,NSW1,110.02
2024/12/03 04:15:00,NSW1,132.43
2024/12/03 04:20:00,NSW1,110.06
2024/12/03 04:25:00,NSW1,116.95
2024/12/03 04:30:00,NSW1,111.8
2024/12/03 04:35:00,NSW1,110.02
2024/12/03 04:40:00,NSW1,110.02
