结算时间(AEST),州/区域代码,电价(AUD$/MWh)
2025/01/01 00:55:00,VIC1,130.0
2025/01/01 01:00:00,NSW1,116.72
2025/01/01 01:00:00,QLD1,124.28
2025/01/01 01:00:00,SA1,137.8
2025/01/01 01:00:00,TAS1,120.28
2025/01/01 01:00:00,VIC1,119.1
2025/01/01 01:05:00,NSW1,116.34
2025/01/01 01:05:00,QLD1,123.1
2025/01/01 01:05:00,SA1,137.81
2025/01/01 01:05:00,TAS1,120.28
2025/01/01 01:05:00,VIC1,118.63
2025/01/01 01:10:00,NSW1,109.74
2025/01/01 01:10:00,QLD1,115.28
2025/01/01 01:10:00,SA1,140.54
2025/01/01 01:10:00,TAS1,120.28
2025/01/01 01:10:00,VIC1,119.2
2025/01/01 01:15:00,NSW1,107.54
2025/01/01 01:15:00,QLD1,113.69
2025/01/01 01:15:00,SA1,126.76
2025/01/01 01:15:00,TAS1,111.21
2025/01/01 01:15:00,VIC1,109.61
2025/01/01 01:20:00,NSW1,117.09
2025/01/01 01:20:00,QLD1,126.2
2025/01/01 01:20:00,SA1,141.57
2025/01/01 01:20:00,TAS1,120.28
2025/01/01 01:20:00,VIC1,119.39
2025/01/01 01:25:00,NSW1,113.44
2025/01/01 01:25:00,QLD1,122.95
2025/01/01 01:25:00,SA1,133.44
2025/01/01 01:25:00,TAS1,117.2
2025/01/01 01:25:00,VIC1,115.48
2025/01/01 01:30:00,NSW1,109.74
2025/01/01 01:30:00,QLD1,120.38
2025/01/01 01:30:00,SA1,127.72
2025/01/01 01:30:00,TAS1,112.74
2025/01/01 01:30:00,VIC1,110.84
2025/01/01 01:35:00,NSW1,109.69
2025/01/01 01:35:00,QLD1,120.22
2025/01/01 01:35:00,SA1,126.61
2025/01/01 01:35:00,TAS1,112.19
2025/01/01 01:35:00,VIC1,110.7
2025/01/01 01:40:00,NSW1,104.5
2025/01/01 01:40:00,QLD1,111.66
2025/01/01 01:40:00,SA1,121.62
2025/01/01 01:40:00,TAS1,107.88
2025/01/01 01:40:00,VIC1,106.3
2025/01/01 01:45:00,NSW1,104.5
2025/01/01 01:45:00,QLD1,112.29
2025/01/01 01:45:00,SA1,121.36
2025/01/01 01:45:00,TAS1,107.76
2025/01/01 01:45:00,VIC1,106.18
2025/01/01 01:50:00,NSW1,103.24
2025/01/01 01:50:00,QLD1,110.83
2025/01/01 01:50:00,SA1,119.17
2025/01/01 01:50:00,TAS1,105.24
2025/01/01 01:50:00,VIC1,104.15
2025/01/01 01:55:00,NSW1,103.95
2025/01/01 01:55:00,QLD1,110.83
2025/01/01 01:55:00,SA1,119.83
2025/01/01 01:55:00,TAS1,106.31
2025/01/01 01:55:00,VIC1,104.81
2025/01/01 02:00:00,NSW1,104.5
2025/01/01 02:00:00,QLD1,110.83
2025/01/01 02:00:00,SA1,119.43
2025/01/01 02:00:00,TAS1,105.42
2025/01/01 02:00:00,VIC1,104.48
2025/01/01 02:05:00,NSW1,104.5
2025/01/01 02:05:00,QLD1,110.83
2025/01/01 02:05:00,SA1,119.35
2025/01/01 02:05:00,TAS1,105.31
2025/01/01 02:05:00,VIC1,104.44
2025/01/01 02:10:00,NSW1,105.42
2025/01/01 02:10:00,QLD1,110.83
2025/01/01 02:10:00,SA1,120.89
2025/01/01 02:10:00,TAS1,106.32
2025/01/01 02:10:00,VIC1,105.37
2025/01/01 02:15:00,NSW1,104.5
2025/01/01 02:15:00,QLD1,110.83
2025/01/01 02:15:00,SA1,117.48
2025/01/01 02:15:00,TAS1,103.56
2025/01/01 02:15:00,VIC1,102.77
2025/01/01 02:20:00,NSW1,104.5
2025/01/01 02:20:00,QLD1,110.83
2025/01/01 02:20:00,SA1,118.23
2025/01/01 02:20:00,TAS1,104.37
2025/01/01 02:20:00,VIC1,103.52
2025/01/01 02:25:00,NSW1,104.5
2025/01/01 02:25:00,QLD1,109.65
2025/01/01 02:25:00,SA1,115.85
2025/01/01 02:25:00,TAS1,102.38
2025/01/01 02:25:00,VIC1,101.82
2025/01/01 02:30:00,NSW1,104.5
2025/01/01 02:30:00,QLD1,110.83
2025/01/01 02:30:00,SA1,114.89
2025/01/01 02:30:00,TAS1,99.43
2025/01/01 02:30:00,VIC1,100.99
2025/01/01 02:35:00,NSW1,104.5
2025/01/01 02:35:00,QLD1,110.83
2025/01/01 02:35:00,SA1,113.51
2025/01/01 02:35:00,TAS1,87.79
2025/01/01 02:35:00,VIC1,100.13
2025/01/01 02:40:00,NSW1,104.5
2025/01/01 02:40:00,QLD1,110.83
2025/01/01 02:40:00,SA1,112.25
2025/01/01 02:40:00,TAS1,84.4
2025/01/01 02:40:00,VIC1,100.08
2025/01/01 02:45:00,NSW1,104.16
2025/01/01 02:45:00,QLD1,109.85
2025/01/01 02:45:00,SA1,110.73
2025/01/01 02:45:00,TAS1,83.13
2025/01/01 02:45:00,VIC1,99.0
2025/01/01 02:50:00,NSW1,103.4
2025/01/01 02:50:00,QLD1,108.32
2025/01/01 02:50:00,SA1,110.67
2025/01/01 02:50:00,TAS1,83.47
2025/01/01 02:50:00,VIC1,99.0
2025/01/01 02:55:00,NSW1,103.36
2025/01/01 02:55:00,QLD1,108.24
2025/01/01 02:55:00,SA1,111.11
2025/01/01 02:55:00,TAS1,83.46
2025/01/01 02:55:00,VIC1,99.0
2025/01/01 03:00:00,NSW1,102.58
2025/01/01 03:00:00,QLD1,107.36
2025/01/01 03:00:00,SA1,111.07
2025/01/01 03:00:00,TAS1,82.32
2025/01/01 03:00:00,VIC1,99.0
2025/01/01 03:05:00,NSW1,104.25
2025/01/01 03:05:00,QLD1,109.11
2025/01/01 03:05:00,SA1,111.07
2025/01/01 03:05:00,TAS1,84.16
2025/01/01 03:05:00,VIC1,99.0
2025/01/01 03:10:00,NSW1,102.54
2025/01/01 03:10:00,QLD1,105.93
2025/01/01 03:10:00,SA1,111.52
2025/01/01 03:10:00,TAS1,83.13
2025/01/01 03:10:00,VIC1,99.0
2025/01/01 03:15:00,NSW1,105.12
2025/01/01 03:15:00,QLD1,110.83
2025/01/01 03:15:00,SA1,112.36
2025/01/01 03:15:00,TAS1,83.66
2025/01/01 03:15:00,VIC1,99.82
2025/01/01 03:20:00,NSW1,102.02
2025/01/01 03:20:00,QLD1,105.38
2025/01/01 03:20:00,SA1,109.54
2025/01/01 03:20:00,TAS1,82.25
2025/01/01 03:20:00,VIC1,98.35
2025/01/01 03:25:00,NSW1,103.61
2025/01/01 03:25:00,QLD1,109.01
2025/01/01 03:25:00,SA1,109.73
2025/01/01 03:25:00,TAS1,82.24
2025/01/01 03:25:00,VIC1,99.0
2025/01/01 03:30:00,NSW1,104.35
2025/01/01 03:30:00,QLD1,109.8
2025/01/01 03:30:00,SA1,110.24
2025/01/01 03:30:00,TAS1,81.84
2025/01/01 03:30:00,VIC1,99.0
2025/01/01 03:35:00,NSW1,103.61
2025/01/01 03:35:00,QLD1,108.25
2025/01/01 03:35:00,SA1,109.82
2025/01/01 03:35:00,TAS1,84.25
2025/01/01 03:35:00,VIC1,99.0
2025/01/01 03:40:00,NSW1,105.74
2025/01/01 03:40:00,QLD1,110.53
2025/01/01 03:40:00,SA1,112.64
2025/01/01 03:40:00,TAS1,84.7
2025/01/01 03:40:00,VIC1,101.06
2025/01/01 03:45:00,NSW1,104.5
2025/01/01 03:45:00,QLD1,110.05
2025/01/01 03:45:00,SA1,110.4
2025/01/01 03:45:00,TAS1,87.65
2025/01/01 03:45:00,VIC1,99.04
2025/01/01 03:50:00,NSW1,103.69
2025/01/01 03:50:00,QLD1,107.7
2025/01/01 03:50:00,SA1,110.1
2025/01/01 03:50:00,TAS1,84.31
2025/01/01 03:50:00,VIC1,99.0
2025/01/01 03:55:00,NSW1,102.85
2025/01/01 03:55:00,QLD1,105.45
2025/01/01 03:55:00,SA1,110.5
2025/01/01 03:55:00,TAS1,84.25
2025/01/01 03:55:00,VIC1,99.0
2025/01/01 04:00:00,NSW1,102.82
2025/01/01 04:00:00,QLD1,106.09
2025/01/01 04:00:00,SA1,110.9
2025/01/01 04:00:00,TAS1,83.35
2025/01/01 04:00:00,VIC1,99.0
2025/01/01 04:05:00,NSW1,104.5
2025/01/01 04:05:00,QLD1,105.83
2025/01/01 04:05:00,SA1,114.28
2025/01/01 04:05:00,TAS1,86.37
2025/01/01 04:05:00,VIC1,101.38
2025/01/01 04:10:00,NSW1,104.5
2025/01/01 04:10:00,QLD1,105.89
2025/01/01 04:10:00,SA1,113.71
2025/01/01 04:10:00,TAS1,85.4
2025/01/01 04:10:00,VIC1,101.3
2025/01/01 04:15:00,NSW1,102.92
2025/01/01 04:15:00,QLD1,103.71
2025/01/01 04:15:00,SA1,110.75
2025/01/01 04:15:00,TAS1,84.88
2025/01/01 04:15:00,VIC1,99.0
2025/01/01 04:20:00,NSW1,102.97
2025/01/01 04:20:00,QLD1,103.12
2025/01/01 04:20:00,SA1,110.72
2025/01/01 04:20:00,TAS1,84.86
2025/01/01 04:20:00,VIC1,99.0
2025/01/01 04:25:00,NSW1,102.18
2025/01/01 04:25:00,QLD1,102.35
2025/01/01 04:25:00,SA1,111.4
2025/01/01 04:25:00,TAS1,84.91
2025/01/01 04:25:00,VIC1,99.0
2025/01/01 04:30:00,NSW1,102.02
2025/01/01 04:30:00,QLD1,100.87
2025/01/01 04:30:00,SA1,111.02
2025/01/01 04:30:00,TAS1,84.82
2025/01/01 04:30:00,VIC1,99.0
2025/01/01 04:35:00,NSW1,101.46
2025/01/01 04:35:00,QLD1,100.97
2025/01/01 04:35:00,SA1,110.22
2025/01/01 04:35:00,TAS1,84.88
2025/01/01 04:35:00,VIC1,99.0
2025/01/01 04:40:00,NSW1,102.02
2025/01/01 04:40:00,QLD1,100.88
2025/01/01 04:40:00,SA1,110.68
2025/01/01 04:40:00,TAS1,84.86
2025/01/01 04:40:00,VIC1,99.0
2025/01/01 04:45:00,NSW1,101.34
2025/01/01 04:45:00,QLD1,100.15
2025/01/01 04:45:00,SA1,110.73
2025/01/01 04:45:00,TAS1,83.85
2025/01/01 04:45:00,VIC1,99.0
2025/01/01 04:50:00,NSW1,102.13
2025/01/01 04:50:00,QLD1,101.65
2025/01/01 04:50:00,SA1,111.08
2025/01/01 04:50:00,TAS1,84.83
2025/01/01 04:50:00,VIC1,99.0
2025/01/01 04:55:00,NSW1,100.54
2025/01/01 04:55:00,QLD1,99.95
2025/01/01 04:55:00,SA1,109.33
2025/01/01 04:55:00,TAS1,83.69
2025/01/01 04:55:00,VIC1,97.45
2025/01/01 05:00:00,NSW1,102.02
2025/01/01 05:00:00,QLD1,100.71
2025/01/01 05:00:00,SA1,111.39
2025/01/01 05:00:00,TAS1,83.85
2025/01/01 05:00:00,VIC1,98.92
2025/01/01 05:05:00,NSW1,102.18
2025/01/01 05:05:00,QLD1,102.76
2025/01/01 05:05:00,SA1,111.39
2025/01/01 05:05:00,TAS1,84.91
2025/01/01 05:05:00,VIC1,99.0
2025/01/01 05:10:00,NSW1,102.94
2025/01/01 05:10:00,QLD1,103.57
2025/01/01 05:10:00,SA1,111.45
2025/01/01 05:10:00,TAS1,84.9
2025/01/01 05:10:00,VIC1,99.0
2025/01/01 05:15:00,NSW1,102.02
2025/01/01 05:15:00,QLD1,103.27
2025/01/01 05:15:00,SA1,111.32
2025/01/01 05:15:00,TAS1,84.74
2025/01/01 05:15:00,VIC1,98.17
2025/01/01 05:20:00,NSW1,102.02
2025/01/01 05:20:00,QLD1,103.23
2025/01/01 05:20:00,SA1,109.62
2025/01/01 05:20:00,TAS1,83.73
2025/01/01 05:20:00,VIC1,97.36
2025/01/01 05:25:00,NSW1,99.28
2025/01/01 05:25:00,QLD1,99.75
2025/01/01 05:25:00,SA1,105.44
2025/01/01 05:25:00,TAS1,83.38
2025/01/01 05:25:00,VIC1,93.88
2025/01/01 05:30:00,NSW1,89.92
2025/01/01 05:30:00,QLD1,89.73
2025/01/01 05:30:00,SA1,96.69
2025/01/01 05:30:00,TAS1,82.76
2025/01/01 05:30:00,VIC1,85.68
2025/01/01 05:35:00,NSW1,87.5
2025/01/01 05:35:00,QLD1,87.3
2025/01/01 05:35:00,SA1,93.48
2025/01/01 05:35:00,TAS1,82.28
2025/01/01 05:35:00,VIC1,82.77
2025/01/01 05:40:00,NSW1,87.5
2025/01/01 05:40:00,QLD1,86.63
2025/01/01 05:40:00,SA1,95.86
2025/01/01 05:40:00,TAS1,82.47
2025/01/01 05:40:00,VIC1,84.19
2025/01/01 05:45:00,NSW1,80.24
2025/01/01 05:45:00,QLD1,79.86
2025/01/01 05:45:00,SA1,89.65
2025/01/01 05:45:00,TAS1,82.06
2025/01/01 05:45:00,VIC1,78.43
2025/01/01 05:50:00,NSW1,76.0
2025/01/01 05:50:00,QLD1,77.73
2025/01/01 05:50:00,SA1,84.88
2025/01/01 05:50:00,TAS1,79.47
2025/01/01 05:50:00,VIC1,74.81
2025/01/01 05:55:00,NSW1,54.77
2025/01/01 05:55:00,QLD1,55.75
2025/01/01 05:55:00,SA1,60.04
2025/01/01 05:55:00,TAS1,56.79
2025/01/01 05:55:00,VIC1,53.46
2025/01/01 06:00:00,NSW1,55.19
2025/01/01 06:00:00,QLD1,55.75
2025/01/01 06:00:00,SA1,59.74
2025/01/01 06:00:00,TAS1,56.87
2025/01/01 06:00:00,VIC1,53.4
2025/01/01 06:05:00,NSW1,20.0
2025/01/01 06:05:00,QLD1,20.53
2025/01/01 06:05:00,SA1,21.31
2025/01/01 06:05:00,TAS1,20.33
2025/01/01 06:05:00,VIC1,19.19
2025/01/01 06:10:00,NSW1,43.73
2025/01/01 06:10:00,QLD1,44.95
2025/01/01 06:10:00,SA1,46.4
2025/01/01 06:10:00,TAS1,44.11
2025/01/01 06:10:00,VIC1,41.63
2025/01/01 06:15:00,NSW1,12.52
2025/01/01 06:15:00,QLD1,13.02
2025/01/01 06:15:00,SA1,13.22
2025/01/01 06:15:00,TAS1,12.75
2025/01/01 06:15:00,VIC1,12.0
2025/01/01 06:20:00,NSW1,-15.0
2025/01/01 06:20:00,QLD1,-15.38
2025/01/01 06:20:00,SA1,-15.75
2025/01/01 06:20:00,TAS1,-15.57
2025/01/01 06:20:00,VIC1,-14.7
2025/01/01 06:25:00,NSW1,-18.55
2025/01/01 06:25:00,QLD1,-18.89
2025/01/01 06:25:00,SA1,-19.29
2025/01/01 06:25:00,TAS1,-18.71
2025/01/01 06:25:00,VIC1,-18.31
2025/01/01 06:30:00,NSW1,-18.68
2025/01/01 06:30:00,QLD1,-18.89
2025/01/01 06:30:00,SA1,-19.64
2025/01/01 06:30:00,TAS1,-19.26
2025/01/01 06:30:00,VIC1,-18.71
2025/01/01 06:35:00,NSW1,-18.92
2025/01/01 06:35:00,QLD1,-18.89
2025/01/01 06:35:00,SA1,-19.52
2025/01/01 06:35:00,TAS1,-17.87
2025/01/01 06:35:00,VIC1,-18.79
2025/01/01 06:40:00,NSW1,-18.77
2025/01/01 06:40:00,QLD1,-18.89
2025/01/01 06:40:00,SA1,-19.0
2025/01/01 06:40:00,TAS1,-17.23
2025/01/01 06:40:00,VIC1,-18.48
2025/01/01 06:45:00,NSW1,20.32
2025/01/01 06:45:00,QLD1,20.0
2025/01/01 06:45:00,SA1,-20.1
2025/01/01 06:45:00,TAS1,-16.86
2025/01/01 06:45:00,VIC1,-19.57
2025/01/01 06:50:00,NSW1,-24.68
2025/01/01 06:50:00,QLD1,-25.0
2025/01/01 06:50:00,SA1,-32.01
2025/01/01 06:50:00,TAS1,-30.25
2025/01/01 06:50:00,VIC1,-30.5
2025/01/01 06:55:00,NSW1,-29.21
2025/01/01 06:55:00,QLD1,-29.42
2025/01/01 06:55:00,SA1,-32.25
2025/01/01 06:55:00,TAS1,-28.14
2025/01/01 06:55:00,VIC1,-30.45
2025/01/01 07:00:00,NSW1,-25.01
2025/01/01 07:00:00,QLD1,-25.76
2025/01/01 07:00:00,SA1,-26.66
2025/01/01 07:00:00,TAS1,-27.12
2025/01/01 07:00:00,VIC1,-25.87
2025/01/01 07:05:00,NSW1,-24.72
2025/01/01 07:05:00,QLD1,-25.0
2025/01/01 07:05:00,SA1,-25.91
2025/01/01 07:05:00,TAS1,-26.5
2025/01/01 07:05:00,VIC1,-25.34
2025/01/01 07:10:00,NSW1,-21.03
2025/01/01 07:10:00,QLD1,-21.91
2025/01/01 07:10:00,SA1,-20.98
2025/01/01 07:10:00,TAS1,-17.94
2025/01/01 07:10:00,VIC1,-21.0
2025/01/01 07:15:00,NSW1,-29.27
2025/01/01 07:15:00,QLD1,-31.0
2025/01/01 07:15:00,SA1,-31.73
2025/01/01 07:15:00,TAS1,-29.71
2025/01/01 07:15:00,VIC1,-32.0
2025/01/01 07:20:00,NSW1,-29.46
2025/01/01 07:20:00,QLD1,-31.0
2025/01/01 07:20:00,SA1,-28.43
2025/01/01 07:20:00,TAS1,-28.4
2025/01/01 07:20:00,VIC1,-28.9
2025/01/01 07:25:00,NSW1,-29.85
2025/01/01 07:25:00,QLD1,-31.2
2025/01/01 07:25:00,SA1,-28.75
2025/01/01 07:25:00,TAS1,-30.72
2025/01/01 07:25:00,VIC1,-29.3
2025/01/01 07:30:00,NSW1,-30.4
2025/01/01 07:30:00,QLD1,-31.0
2025/01/01 07:30:00,SA1,-29.41
2025/01/01 07:30:00,TAS1,-29.36
2025/01/01 07:30:00,VIC1,-29.79
2025/01/01 07:35:00,NSW1,-25.62
2025/01/01 07:35:00,QLD1,-25.92
2025/01/01 07:35:00,SA1,-31.11
2025/01/01 07:35:00,TAS1,-28.87
2025/01/01 07:35:00,VIC1,-32.0
2025/01/01 07:40:00,NSW1,-30.57
2025/01/01 07:40:00,QLD1,-30.75
2025/01/01 07:40:00,SA1,-29.76
2025/01/01 07:40:00,TAS1,149.28
2025/01/01 07:40:00,VIC1,-30.79
2025/01/01 07:45:00,NSW1,-31.34
2025/01/01 07:45:00,QLD1,-30.72
2025/01/01 07:45:00,SA1,-31.24
2025/01/01 07:45:00,TAS1,149.28
2025/01/01 07:45:00,VIC1,-32.0
2025/01/01 07:50:00,NSW1,-31.37
2025/01/01 07:50:00,QLD1,-30.53
2025/01/01 07:50:00,SA1,-31.95
2025/01/01 07:50:00,TAS1,149.28
2025/01/01 07:50:00,VIC1,-33.0
2025/01/01 07:55:00,NSW1,-31.01
2025/01/01 07:55:00,QLD1,-30.74
2025/01/01 07:55:00,SA1,-30.34
2025/01/01 07:55:00,TAS1,-29.72
2025/01/01 07:55:00,VIC1,-31.58
2025/01/01 08:00:00,NSW1,-30.32
2025/01/01 08:00:00,QLD1,-31.0
2025/01/01 08:00:00,SA1,-28.85
2025/01/01 08:00:00,TAS1,-20.28
2025/01/01 08:00:00,VIC1,-30.37
2025/01/01 08:05:00,NSW1,-27.32
2025/01/01 08:05:00,QLD1,-27.73
2025/01/01 08:05:00,SA1,-30.19
2025/01/01 08:05:00,TAS1,149.28
2025/01/01 08:05:00,VIC1,-32.0
2025/01/01 08:10:00,NSW1,-30.18
2025/01/01 08:10:00,QLD1,-31.0
2025/01/01 08:10:00,SA1,-30.14
2025/01/01 08:10:00,TAS1,149.28
2025/01/01 08:10:00,VIC1,-32.0
2025/01/01 08:15:00,NSW1,20.28
2025/01/01 08:15:00,QLD1,20.99
2025/01/01 08:15:00,SA1,-29.46
2025/01/01 08:15:00,TAS1,-31.63
2025/01/01 08:15:00,VIC1,-32.0
2025/01/01 08:20:00,NSW1,20.29
2025/01/01 08:20:00,QLD1,20.99
2025/01/01 08:20:00,SA1,-32.01
2025/01/01 08:20:00,TAS1,-32.38
2025/01/01 08:20:00,VIC1,-33.84
2025/01/01 08:25:00,NSW1,-26.45
2025/01/01 08:25:00,QLD1,-27.73
2025/01/01 08:25:00,SA1,-31.59
2025/01/01 08:25:00,TAS1,-34.78
2025/01/01 08:25:00,VIC1,-34.67
2025/01/01 08:30:00,NSW1,32.72
2025/01/01 08:30:00,QLD1,34.75
2025/01/01 08:30:00,SA1,-32.01
2025/01/01 08:30:00,TAS1,-36.06
2025/01/01 08:30:00,VIC1,-35.05
2025/01/01 08:35:00,NSW1,-23.43
2025/01/01 08:35:00,QLD1,-25.0
2025/01/01 08:35:00,SA1,-32.01
2025/01/01 08:35:00,TAS1,-37.56
2025/01/01 08:35:00,VIC1,-35.41
2025/01/01 08:40:00,NSW1,-23.31
2025/01/01 08:40:00,QLD1,-25.0
2025/01/01 08:40:00,SA1,-32.5
2025/01/01 08:40:00,TAS1,119.28
2025/01/01 08:40:00,VIC1,-35.34
2025/01/01 08:45:00,NSW1,-32.95
2025/01/01 08:45:00,QLD1,-34.95
2025/01/01 08:45:00,SA1,-35.0
2025/01/01 08:45:00,TAS1,119.28
2025/01/01 08:45:00,VIC1,-37.41
2025/01/01 08:50:00,NSW1,-32.01
2025/01/01 08:50:00,QLD1,-34.14
2025/01/01 08:50:00,SA1,-35.0
2025/01/01 08:50:00,TAS1,12.08
2025/01/01 08:50:00,VIC1,-37.77
2025/01/01 08:55:00,NSW1,-31.26
2025/01/01 08:55:00,QLD1,-32.95
2025/01/01 08:55:00,SA1,-46.19
2025/01/01 08:55:00,TAS1,-45.95
2025/01/01 08:55:00,VIC1,-50.08
2025/01/01 09:00:00,NSW1,-33.0
2025/01/01 09:00:00,QLD1,-33.54
2025/01/01 09:00:00,SA1,-35.0
2025/01/01 09:00:00,TAS1,11.06
2025/01/01 09:00:00,VIC1,-38.94
2025/01/01 09:05:00,NSW1,-33.0
2025/01/01 09:05:00,QLD1,-33.71
2025/01/01 09:05:00,SA1,-60.67
2025/01/01 09:05:00,TAS1,-53.91
2025/01/01 09:05:00,VIC1,-66.3
2025/01/01 09:10:00,NSW1,-33.0
2025/01/01 09:10:00,QLD1,-32.64
2025/01/01 09:10:00,SA1,-42.97
2025/01/01 09:10:00,TAS1,-41.42
2025/01/01 09:10:00,VIC1,-46.55
2025/01/01 09:15:00,NSW1,-35.14
2025/01/01 09:15:00,QLD1,-34.14
2025/01/01 09:15:00,SA1,-60.45
2025/01/01 09:15:00,TAS1,-53.91
2025/01/01 09:15:00,VIC1,-66.3
2025/01/01 09:20:00,NSW1,-33.0
2025/01/01 09:20:00,QLD1,-32.02
2025/01/01 09:20:00,SA1,-60.45
2025/01/01 09:20:00,TAS1,-53.91
2025/01/01 09:20:00,VIC1,-66.3
2025/01/01 09:25:00,NSW1,-33.0
2025/01/01 09:25:00,QLD1,-31.99
2025/01/01 09:25:00,SA1,-60.94
2025/01/01 09:25:00,TAS1,-53.91
2025/01/01 09:25:00,VIC1,-66.3
2025/01/01 09:30:00,NSW1,-32.56
2025/01/01 09:30:00,QLD1,-31.0
2025/01/01 09:30:00,SA1,-146.98
2025/01/01 09:30:00,TAS1,13.08
2025/01/01 09:30:00,VIC1,-162.31
2025/01/01 09:35:00,NSW1,-33.0
2025/01/01 09:35:00,QLD1,-31.36
2025/01/01 09:35:00,SA1,-60.78
2025/01/01 09:35:00,TAS1,13.08
2025/01/01 09:35:00,VIC1,-66.3
2025/01/01 09:40:00,NSW1,-33.37
2025/01/01 09:40:00,QLD1,-30.75
2025/01/01 09:40:00,SA1,-53.04
2025/01/01 09:40:00,TAS1,-53.91
2025/01/01 09:40:00,VIC1,-56.21
2025/01/01 09:45:00,NSW1,-33.0
2025/01/01 09:45:00,QLD1,-31.56
2025/01/01 09:45:00,SA1,-60.77
2025/01/01 09:45:00,TAS1,-53.91
2025/01/01 09:45:00,VIC1,-66.3
2025/01/01 09:50:00,NSW1,-31.6
2025/01/01 09:50:00,QLD1,-31.0
2025/01/01 09:50:00,SA1,-145.0
2025/01/01 09:50:00,TAS1,-53.91
2025/01/01 09:50:00,VIC1,-157.58
2025/01/01 09:55:00,NSW1,-32.32
2025/01/01 09:55:00,QLD1,-31.11
2025/01/01 09:55:00,SA1,-147.36
2025/01/01 09:55:00,TAS1,-53.91
2025/01/01 09:55:00,VIC1,-161.19
2025/01/01 10:00:00,NSW1,-33.0
2025/01/01 10:00:00,QLD1,-31.63
2025/01/01 10:00:00,SA1,-100.4
2025/01/01 10:00:00,TAS1,-53.91
2025/01/01 10:00:00,VIC1,-110.24
2025/01/01 10:05:00,NSW1,-33.0
2025/01/01 10:05:00,QLD1,-29.75
2025/01/01 10:05:00,SA1,-114.73
2025/01/01 10:05:00,TAS1,119.28
2025/01/01 10:05:00,VIC1,-126.97
2025/01/01 10:10:00,NSW1,-34.04
2025/01/01 10:10:00,QLD1,-30.75
2025/01/01 10:10:00,SA1,-94.95
2025/01/01 10:10:00,TAS1,-53.91
2025/01/01 10:10:00,VIC1,-105.01
2025/01/01 10:15:00,NSW1,-33.0
2025/01/01 10:15:00,QLD1,-29.42
2025/01/01 10:15:00,SA1,-60.82
2025/01/01 10:15:00,TAS1,11.06
2025/01/01 10:15:00,VIC1,-66.3
2025/01/01 10:20:00,NSW1,-34.46
2025/01/01 10:20:00,QLD1,-30.75
2025/01/01 10:20:00,SA1,-87.06
2025/01/01 10:20:00,TAS1,12.08
2025/01/01 10:20:00,VIC1,-96.77
2025/01/01 10:25:00,NSW1,-34.74
2025/01/01 10:25:00,QLD1,-31.0
2025/01/01 10:25:00,SA1,-98.81
2025/01/01 10:25:00,TAS1,-53.91
2025/01/01 10:25:00,VIC1,-110.24
2025/01/01 10:30:00,NSW1,-36.22
2025/01/01 10:30:00,QLD1,-32.95
2025/01/01 10:30:00,SA1,-94.59
